pm2_5,city,co,pm10,level,o3,source,so2,crawl_time,date,aqi,no2
83,上海,1,102,轻度污染,194,aqi_redis_spider,16,2018-05-12 08:19:52.473000,2017-06-01,131,61
19,上海,0.5,34,良,148,aqi_redis_spider,14,2018-05-12 08:19:52.475000,2015-09-10,90,32
27,上海,0.6,47,轻度污染,164,aqi_redis_spider,15,2018-05-12 08:19:52.478000,2015-09-11,104,39
49,上海,0.9,67,良,111,aqi_redis_spider,20,2018-05-12 08:19:52.480000,2015-09-12,68,43
30,上海,0.7,44,良,109,aqi_redis_spider,16,2018-05-12 08:19:52.482000,2015-09-13,58,31
18,上海,0.6,40,良,117,aqi_redis_spider,11,2018-05-12 08:19:52.484000,2015-09-14,65,33
78,上海,1.1,107,轻度污染,129,aqi_redis_spider,25,2018-05-12 08:19:52.487000,2015-10-09,104,60
63,上海,1,96,良,129,aqi_redis_spider,26,2018-05-12 08:19:52.490000,2015-10-10,85,60
57,上海,1,100,良,126,aqi_redis_spider,28,2018-05-12 08:19:52.493000,2015-10-11,83,66
82,上海,1.3,128,轻度污染,153,aqi_redis_spider,29,2018-05-12 08:19:52.495000,2015-10-12,109,94
84,上海,1.3,102,轻度污染,36,aqi_redis_spider,18,2018-05-12 08:19:52.499000,2015-11-09,112,52
56,上海,0.9,61,良,85,aqi_redis_spider,18,2018-05-12 08:19:52.501000,2015-11-10,77,44
32,上海,0.6,53,良,90,aqi_redis_spider,13,2018-05-12 08:19:52.503000,2015-11-11,54,43
57,上海,1,77,轻度污染,65,aqi_redis_spider,15,2018-05-12 08:19:52.506000,2015-11-12,102,83
39,上海,0.9,59,轻度污染,32,aqi_redis_spider,16,2018-05-12 08:19:52.509000,2015-12-09,101,81
41,上海,1.3,56,良,21,aqi_redis_spider,14,2018-05-12 08:19:52.512000,2015-12-10,74,59
77,上海,1,84,轻度污染,61,aqi_redis_spider,16,2018-05-12 08:19:52.514000,2015-12-11,103,40
46,上海,0.9,66,良,56,aqi_redis_spider,21,2018-05-12 08:19:52.516000,2015-12-12,79,63
63,上海,1,68,良,37,aqi_redis_spider,18,2018-05-12 08:19:52.518000,2015-12-13,85,64
72,上海,1,84,良,39,aqi_redis_spider,18,2018-05-12 08:19:52.521000,2015-01-15,97,54
109,上海,1.2,132,轻度污染,26,aqi_redis_spider,26,2018-05-12 08:19:52.524000,2015-01-16,142,63
83,上海,0.9,100,轻度污染,62,aqi_redis_spider,21,2018-05-12 08:19:52.526000,2015-01-17,110,37
91,上海,1.1,121,轻度污染,62,aqi_redis_spider,28,2018-05-12 08:19:52.529000,2015-01-18,119,73
57,上海,0.8,82,良,134,aqi_redis_spider,17,2018-05-12 08:19:52.531000,2015-02-14,78,37
56,上海,1,72,良,105,aqi_redis_spider,14,2018-05-12 08:19:52.533000,2015-02-15,76,50
111,上海,1.5,94,轻度污染,64,aqi_redis_spider,16,2018-05-12 08:19:52.535000,2015-02-16,145,43
121,上海,1.4,172,中度污染,111,aqi_redis_spider,19,2018-05-12 08:19:52.537000,2015-02-17,158,43
108,上海,1.3,113,轻度污染,102,aqi_redis_spider,18,2018-05-12 08:19:52.541000,2015-03-14,141,71
54,上海,0.8,52,良,107,aqi_redis_spider,11,2018-05-12 08:19:52.544000,2015-03-15,74,36
32,上海,0.8,22,优,91,aqi_redis_spider,9,2018-05-12 08:19:52.546000,2015-03-16,46,40
36,上海,0.9,39,良,85,aqi_redis_spider,10,2018-05-12 08:19:52.549000,2015-03-17,51,44
66,上海,0.8,79,良,110,aqi_redis_spider,15,2018-05-12 08:19:52.551000,2015-04-14,89,47
79,上海,0.9,113,轻度污染,136,aqi_redis_spider,26,2018-05-12 08:19:52.554000,2015-04-15,105,91
74,上海,1,134,良,108,aqi_redis_spider,29,2018-05-12 08:19:52.557000,2015-04-16,99,79
32,上海,0.6,134,良,110,aqi_redis_spider,11,2018-05-12 08:19:52.560000,2015-04-17,92,36
51,上海,1,77,良,68,aqi_redis_spider,16,2018-05-12 08:19:52.562000,2015-05-15,69,62
43,上海,0.6,65,良,130,aqi_redis_spider,11,2018-05-12 08:19:52.564000,2015-05-16,75,37
40,上海,0.6,57,良,130,aqi_redis_spider,12,2018-05-12 08:19:52.566000,2015-05-17,75,47
57,上海,1,74,良,110,aqi_redis_spider,13,2018-05-12 08:19:52.568000,2015-05-18,78,65
81,上海,1,87,轻度污染,150,aqi_redis_spider,10,2018-05-12 08:19:52.571000,2015-05-19,107,56
21,上海,0.8,23,优,78,aqi_redis_spider,10,2018-05-12 08:19:52.575000,2014-08-19,39,49
25,上海,0.8,29,优,73,aqi_redis_spider,10,2018-05-12 08:19:52.577000,2014-08-20,37,49
57,上海,1,77,轻度污染,175,aqi_redis_spider,18,2018-05-12 08:19:52.579000,2014-08-21,114,50
42,上海,0.7,38,良,137,aqi_redis_spider,12,2018-05-12 08:19:52.581000,2014-08-22,81,30
51,上海,0.7,68,良,131,aqi_redis_spider,13,2018-05-12 08:19:52.584000,2014-08-23,76,36
20,上海,0.6,40,良,104,aqi_redis_spider,13,2018-05-12 08:19:52.586000,2014-09-17,53,28
19,上海,0.6,36,优,89,aqi_redis_spider,12,2018-05-12 08:19:52.589000,2014-09-18,45,33
37,上海,0.9,53,良,65,aqi_redis_spider,15,2018-05-12 08:19:52.592000,2014-09-19,53,60
59,上海,1,71,良,102,aqi_redis_spider,22,2018-05-12 08:19:52.594000,2014-09-20,81,52
37,上海,0.5,50,良,116,aqi_redis_spider,9,2018-05-12 08:19:52.596000,2016-06-06,64,25
41,上海,0.6,54,良,98,aqi_redis_spider,9,2018-05-12 08:19:52.598000,2016-06-07,58,32
35,上海,0.6,50,优,77,aqi_redis_spider,9,2018-05-12 08:19:52.601000,2016-06-08,50,37
29,上海,0.5,38,优,91,aqi_redis_spider,9,2018-05-12 08:19:52.603000,2016-06-09,46,29
32,上海,0.5,46,良,104,aqi_redis_spider,8,2018-05-12 08:19:52.606000,2016-06-10,54,20
23,上海,0.6,48,良,118,aqi_redis_spider,10,2018-05-12 08:19:52.609000,2014-10-19,65,27
56,上海,0.9,92,轻度污染,170,aqi_redis_spider,15,2018-05-12 08:19:52.612000,2014-10-20,109,52
71,上海,1.1,104,良,82,aqi_redis_spider,21,2018-05-12 08:19:52.614000,2014-10-21,96,56
47,上海,0.8,71,良,111,aqi_redis_spider,14,2018-05-12 08:19:52.616000,2014-10-22,65,34
61,上海,0.9,75,良,97,aqi_redis_spider,24,2018-05-12 08:19:52.618000,2014-11-18,83,54
36,上海,0.7,50,良,90,aqi_redis_spider,15,2018-05-12 08:19:52.621000,2014-11-19,51,59
33,上海,0.6,52,良,89,aqi_redis_spider,14,2018-05-12 08:19:52.624000,2014-11-20,51,56
39,上海,0.7,57,良,87,aqi_redis_spider,13,2018-05-12 08:19:52.626000,2014-11-21,55,57
41,上海,0.7,48,良,61,aqi_redis_spider,20,2018-05-12 08:19:52.629000,2014-01-23,57,48
28,上海,0.5,38,优,59,aqi_redis_spider,19,2018-05-12 08:19:52.631000,2014-01-24,40,41
91,上海,0.9,107,轻度污染,62,aqi_redis_spider,25,2018-05-12 08:19:52.633000,2014-01-25,119,41
30,上海,0.6,49,优,73,aqi_redis_spider,16,2018-05-12 08:19:52.635000,2014-01-26,49,25
18,上海,0.6,34,优,64,aqi_redis_spider,14,2018-05-12 08:19:52.638000,2014-01-27,34,43
149,上海,1.6,149,中度污染,56,aqi_redis_spider,62,2018-05-12 08:19:52.641000,2014-02-20,198,66
100,上海,0.9,112,轻度污染,102,aqi_redis_spider,32,2018-05-12 08:19:52.644000,2014-02-21,132,48
56,上海,0.7,57,良,83,aqi_redis_spider,16,2018-05-12 08:19:52.646000,2014-02-22,76,39
86,上海,0.8,97,轻度污染,102,aqi_redis_spider,23,2018-05-12 08:19:52.648000,2014-02-23,114,43
61,上海,0.8,98,良,108,aqi_redis_spider,18,2018-05-12 08:19:52.650000,2014-03-20,83,38
25,上海,0.6,67,良,98,aqi_redis_spider,15,2018-05-12 08:19:52.653000,2014-03-21,59,46
41,上海,0.6,76,良,131,aqi_redis_spider,17,2018-05-12 08:19:52.656000,2014-03-22,76,51
30,上海,0.4,54,良,117,aqi_redis_spider,11,2018-05-12 08:19:52.659000,2014-03-23,64,27
60,上海,0.8,71,良,71,aqi_redis_spider,27,2018-05-12 08:19:52.661000,2016-01-10,82,63
45,上海,0.7,59,良,83,aqi_redis_spider,17,2018-05-12 08:19:52.663000,2016-01-11,63,35
41,上海,0.7,51,良,82,aqi_redis_spider,18,2018-05-12 08:19:52.666000,2016-01-12,58,33
120,上海,1.5,128,中度污染,44,aqi_redis_spider,40,2018-05-12 08:19:52.668000,2016-01-13,158,67
163,上海,2.1,192,重度污染,43,aqi_redis_spider,53,2018-05-12 08:19:52.671000,2016-01-14,213,95
28,上海,0.5,49,良,122,aqi_redis_spider,9,2018-05-12 08:19:52.674000,2014-04-25,68,23
16,上海,0.5,22,优,100,aqi_redis_spider,8,2018-05-12 08:19:52.676000,2014-04-26,50,22
58,上海,1,62,良,86,aqi_redis_spider,15,2018-05-12 08:19:52.678000,2014-04-27,79,43
54,上海,0.8,61,良,76,aqi_redis_spider,19,2018-05-12 08:19:52.681000,2014-04-28,74,40
74,上海,1,101,良,144,aqi_redis_spider,33,2018-05-12 08:19:52.683000,2014-04-29,98,59
24,上海,0.5,38,良,116,aqi_redis_spider,8,2018-05-12 08:19:52.685000,2014-05-23,63,23
23,上海,0.5,40,良,103,aqi_redis_spider,8,2018-05-12 08:19:52.688000,2014-05-24,53,19
85,上海,1,104,轻度污染,85,aqi_redis_spider,15,2018-05-12 08:19:52.691000,2014-05-25,112,50
115,上海,1,208,轻度污染,161,aqi_redis_spider,23,2018-05-12 08:19:52.693000,2014-05-26,149,54
49,上海,0.7,59,良,152,aqi_redis_spider,11,2018-05-12 08:19:52.696000,2014-06-24,93,35
23,上海,0.7,26,良,116,aqi_redis_spider,9,2018-05-12 08:19:52.698000,2014-06-25,63,32
17,上海,0.8,21,优,87,aqi_redis_spider,6,2018-05-12 08:19:52.700000,2014-06-26,44,43
21,上海,0.8,25,优,74,aqi_redis_spider,9,2018-05-12 08:19:52.702000,2014-06-27,37,38
66,上海,0.8,113,轻度污染,169,aqi_redis_spider,21,2018-05-12 08:19:52.706000,2015-06-13,108,45
46,上海,0.7,79,良,138,aqi_redis_spider,20,2018-05-12 08:19:52.709000,2015-06-14,82,43
62,上海,0.9,74,良,99,aqi_redis_spider,12,2018-05-12 08:19:52.711000,2015-06-15,84,46
32,上海,0.7,20,良,133,aqi_redis_spider,7,2018-05-12 08:19:52.713000,2015-06-16,78,29
137,上海,1.6,172,中度污染,43,aqi_redis_spider,69,2018-05-12 08:19:53.570000,2013-12-30,181,94
110,上海,1.3,141,轻度污染,50,aqi_redis_spider,59,2018-05-12 08:19:53.572000,2013-12-31,144,94
15,上海,0.5,44,优,66,aqi_redis_spider,7,2018-05-12 08:19:53.578000,2014-07-23,44,14
19,上海,0.5,50,优,72,aqi_redis_spider,6,2018-05-12 08:19:53.581000,2014-07-24,50,11
37,上海,0.7,62,良,104,aqi_redis_spider,12,2018-05-12 08:19:53.583000,2014-07-25,56,27
101,上海,1,118,轻度污染,123,aqi_redis_spider,18,2018-05-12 08:19:53.585000,2014-07-26,132,38
53,上海,0.7,71,良,99,aqi_redis_spider,13,2018-05-12 08:19:53.588000,2014-07-27,73,30
57,上海,0.9,91,良,57,aqi_redis_spider,31,2018-05-12 08:19:53.590000,2014-12-20,78,55
64,上海,0.9,101,良,40,aqi_redis_spider,41,2018-05-12 08:19:53.593000,2014-12-21,86,56
77,上海,1.1,120,轻度污染,40,aqi_redis_spider,48,2018-05-12 08:19:53.596000,2014-12-22,103,74
62,上海,1,101,良,59,aqi_redis_spider,29,2018-05-12 08:19:53.598000,2014-12-23,84,73
45,上海,0.7,59,良,159,aqi_redis_spider,8,2018-05-12 08:19:54.479000,2017-07-01,100,39
22,上海,0.6,40,良,112,aqi_redis_spider,7,2018-05-12 08:19:54.482000,2017-07-02,60,23
20,上海,0.5,46,优,90,aqi_redis_spider,6,2018-05-12 08:19:54.492000,2017-08-01,46,12
19,上海,0.7,42,良,150,aqi_redis_spider,8,2018-05-12 08:19:54.502000,2017-09-01,92,20
23,上海,0.7,47,良,120,aqi_redis_spider,8,2018-05-12 08:19:54.512000,2017-10-01,67,28
25,上海,0.7,51,良,105,aqi_redis_spider,11,2018-05-12 08:19:54.521000,2017-11-01,72,57
21,上海,0.6,27,优,87,aqi_redis_spider,11,2018-05-12 08:19:54.525000,2017-02-02,44,23
16,上海,0.6,24,良,55,aqi_redis_spider,12,2018-05-12 08:19:54.528000,2017-02-03,57,45
55,上海,1.1,64,良,21,aqi_redis_spider,12,2018-05-12 08:19:54.530000,2017-02-04,79,63
116,上海,1.4,132,中度污染,57,aqi_redis_spider,14,2018-05-12 08:19:54.532000,2017-02-05,152,57
45,上海,0.8,62,良,92,aqi_redis_spider,14,2018-05-12 08:19:54.534000,2017-03-02,63,45
49,上海,0.7,67,良,120,aqi_redis_spider,16,2018-05-12 08:19:54.537000,2017-03-03,68,53
58,上海,0.8,80,良,123,aqi_redis_spider,18,2018-05-12 08:19:54.540000,2017-03-04,99,79
66,上海,0.8,84,轻度污染,53,aqi_redis_spider,14,2018-05-12 08:19:54.543000,2017-03-05,102,83
64,上海,0.7,72,轻度污染,162,aqi_redis_spider,13,2018-05-12 08:19:54.545000,2017-04-03,102,42
47,上海,0.7,59,良,151,aqi_redis_spider,10,2018-05-12 08:19:54.547000,2017-04-04,93,27
41,上海,0.9,67,良,93,aqi_redis_spider,11,2018-05-12 08:19:54.549000,2017-04-05,80,64
68,上海,0.9,88,良,56,aqi_redis_spider,13,2018-05-12 08:19:54.552000,2017-04-06,95,76
41,上海,0.8,49,良,50,aqi_redis_spider,8,2018-05-12 08:19:54.555000,2017-04-07,80,64
16,上海,0.5,28,良,105,aqi_redis_spider,7,2018-05-12 08:19:54.558000,2017-05-02,55,22
16,上海,0.5,33,良,103,aqi_redis_spider,8,2018-05-12 08:19:54.560000,2017-05-03,53,22
26,上海,0.7,33,优,82,aqi_redis_spider,7,2018-05-12 08:19:54.562000,2017-05-04,43,34
48,上海,0.9,57,良,59,aqi_redis_spider,8,2018-05-12 08:19:54.565000,2017-05-05,67,47
51,上海,0.7,234,轻度污染,112,aqi_redis_spider,10,2018-05-12 08:19:54.567000,2017-05-06,142,44
22,上海,0.6,45,优,94,aqi_redis_spider,9,2018-05-12 08:19:54.569000,2016-07-06,47,30
12,上海,0.5,32,优,48,aqi_redis_spider,8,2018-05-12 08:19:54.572000,2016-07-07,32,16
9,上海,0.5,24,优,47,aqi_redis_spider,10,2018-05-12 08:19:54.575000,2016-07-08,24,16
11,上海,0.5,27,优,52,aqi_redis_spider,9,2018-05-12 08:19:54.577000,2016-07-09,27,16
9,上海,0.5,22,优,83,aqi_redis_spider,9,2018-05-12 08:19:54.579000,2016-08-07,42,14
9,上海,0.5,20,优,65,aqi_redis_spider,10,2018-05-12 08:19:54.582000,2016-08-08,33,18
10,上海,0.5,25,优,51,aqi_redis_spider,9,2018-05-12 08:19:54.584000,2016-08-09,26,17
10,上海,0.5,23,优,61,aqi_redis_spider,8,2018-05-12 08:19:54.586000,2016-08-10,31,16
15,上海,0.5,27,优,59,aqi_redis_spider,10,2018-05-12 08:19:54.589000,2016-08-11,30,16
40,上海,0.8,63,良,111,aqi_redis_spider,16,2018-05-12 08:19:54.592000,2016-09-06,64,51
35,上海,0.8,42,良,98,aqi_redis_spider,10,2018-05-12 08:19:54.595000,2016-09-07,63,50
69,上海,1,77,轻度污染,177,aqi_redis_spider,14,2018-05-12 08:19:54.597000,2016-09-08,116,63
66,上海,1,64,轻度污染,177,aqi_redis_spider,13,2018-05-12 08:19:54.599000,2016-09-09,116,51
48,上海,0.8,57,良,135,aqi_redis_spider,12,2018-05-12 08:19:54.602000,2016-09-10,80,31
24,上海,0.7,49,良,82,aqi_redis_spider,11,2018-05-12 08:19:54.604000,2016-10-07,58,46
16,上海,0.5,33,良,105,aqi_redis_spider,11,2018-05-12 08:19:54.608000,2016-10-08,55,21
10,上海,0.4,37,优,85,aqi_redis_spider,11,2018-05-12 08:19:54.610000,2016-10-09,43,19
10,上海,0.4,32,优,96,aqi_redis_spider,11,2018-05-12 08:19:54.613000,2016-10-10,48,24
35,上海,0.6,41,良,71,aqi_redis_spider,14,2018-05-12 08:19:54.619000,2016-11-07,65,52
15,上海,0.6,30,优,81,aqi_redis_spider,10,2018-05-12 08:19:54.621000,2016-11-08,41,22
14,上海,0.5,32,优,73,aqi_redis_spider,10,2018-05-12 08:19:54.625000,2016-11-09,37,27
35,上海,0.8,54,良,47,aqi_redis_spider,15,2018-05-12 08:19:54.627000,2016-11-10,75,60
35,上海,0.8,62,良,66,aqi_redis_spider,16,2018-05-12 08:19:54.629000,2016-12-06,64,51
97,上海,1.3,129,轻度污染,56,aqi_redis_spider,26,2018-05-12 08:19:54.631000,2016-12-07,128,99
128,上海,1.4,156,中度污染,120,aqi_redis_spider,24,2018-05-12 08:19:54.633000,2016-12-08,169,115
87,上海,1.1,96,轻度污染,95,aqi_redis_spider,22,2018-05-12 08:19:54.635000,2016-12-09,115,67
16,上海,0.6,30,优,70,aqi_redis_spider,14,2018-05-12 08:19:54.638000,2016-12-10,45,36
20,上海,0.6,32,良,114,aqi_redis_spider,15,2018-05-12 08:19:54.642000,2016-02-11,62,22
25,上海,0.7,31,优,84,aqi_redis_spider,12,2018-05-12 08:19:54.644000,2016-02-12,42,27
55,上海,1.4,70,良,56,aqi_redis_spider,11,2018-05-12 08:19:54.646000,2016-02-13,75,30
33,上海,0.7,42,优,82,aqi_redis_spider,12,2018-05-12 08:19:54.648000,2016-02-14,48,20
30,上海,0.7,43,优,89,aqi_redis_spider,19,2018-05-12 08:19:54.650000,2016-02-15,45,28
18,上海,0.5,35,优,90,aqi_redis_spider,13,2018-05-12 08:19:54.652000,2016-03-10,45,24
55,上海,0.9,77,良,93,aqi_redis_spider,24,2018-05-12 08:19:54.656000,2016-03-11,83,66
80,上海,0.8,99,轻度污染,149,aqi_redis_spider,23,2018-05-12 08:19:54.659000,2016-03-12,107,41
53,上海,0.7,63,良,124,aqi_redis_spider,14,2018-05-12 08:19:54.661000,2016-03-13,73,43
36,上海,0.7,72,良,90,aqi_redis_spider,12,2018-05-12 08:19:54.670000,2017-12-01,61,33
30,上海,0.8,50,良,41,aqi_redis_spider,12,2018-05-12 08:19:54.674000,2017-12-02,92,73
38,上海,0.6,58,良,104,aqi_redis_spider,14,2018-05-12 08:19:54.676000,2016-04-11,59,47
49,上海,0.7,84,良,90,aqi_redis_spider,11,2018-05-12 08:19:54.678000,2016-04-12,68,51
88,上海,1,102,轻度污染,139,aqi_redis_spider,16,2018-05-12 08:19:54.680000,2016-04-13,117,69
121,上海,0.9,146,中度污染,161,aqi_redis_spider,14,2018-05-12 08:19:54.683000,2016-04-14,159,60
72,上海,0.6,112,良,130,aqi_redis_spider,15,2018-05-12 08:19:54.685000,2016-04-15,97,49
29,上海,0.6,51,良,94,aqi_redis_spider,11,2018-05-12 08:19:54.688000,2016-05-10,59,47
89,上海,1,110,中度污染,228,aqi_redis_spider,20,2018-05-12 08:19:54.691000,2016-05-11,163,58
58,上海,0.7,82,轻度污染,196,aqi_redis_spider,15,2018-05-12 08:19:54.693000,2016-05-12,133,34
67,上海,0.8,85,良,148,aqi_redis_spider,10,2018-05-12 08:19:54.696000,2016-05-13,90,33
16,上海,0.9,17,良,64,aqi_redis_spider,13,2018-05-12 08:19:54.698000,2017-01-07,63,50
70,上海,1.8,94,良,11,aqi_redis_spider,16,2018-05-12 08:19:54.700000,2017-01-08,94,52
64,上海,1.3,78,良,72,aqi_redis_spider,22,2018-05-12 08:19:54.703000,2017-01-09,87,44
80,上海,1.3,84,轻度污染,79,aqi_redis_spider,19,2018-05-12 08:19:54.706000,2017-01-10,107,54
32,上海,0.5,41,良,103,aqi_redis_spider,9,2018-05-12 08:19:54.709000,2015-07-15,53,26
25,上海,0.4,36,优,70,aqi_redis_spider,8,2018-05-12 08:19:54.711000,2015-07-16,36,18
30,上海,0.5,47,优,79,aqi_redis_spider,7,2018-05-12 08:19:54.713000,2015-07-17,47,18
24,上海,0.5,42,优,87,aqi_redis_spider,8,2018-05-12 08:19:54.716000,2015-07-18,44,16
20,上海,0.5,33,优,78,aqi_redis_spider,7,2018-05-12 08:19:54.718000,2015-07-19,39,17
51,上海,0.8,72,轻度污染,161,aqi_redis_spider,14,2018-05-12 08:19:54.721000,2015-08-13,101,34
38,上海,0.7,55,良,141,aqi_redis_spider,11,2018-05-12 08:19:54.724000,2015-08-14,85,28
27,上海,0.6,41,良,111,aqi_redis_spider,11,2018-05-12 08:19:54.726000,2015-08-15,60,20
34,上海,0.7,49,优,88,aqi_redis_spider,11,2018-05-12 08:19:54.728000,2015-08-16,49,23
44,上海,0.5,45,良,146,aqi_redis_spider,11,2018-05-12 08:19:54.730000,2017-06-02,89,31
15,上海,0.4,36,良,142,aqi_redis_spider,11,2018-05-12 08:19:54.733000,2017-06-03,85,27
14,上海,0.4,31,良,132,aqi_redis_spider,10,2018-05-12 08:19:54.735000,2017-06-04,77,19
17,上海,0.5,31,良,117,aqi_redis_spider,9,2018-05-12 08:19:54.737000,2017-06-05,65,23
30,上海,0.6,41,良,102,aqi_redis_spider,8,2018-05-12 08:19:54.740000,2017-06-06,52,31
24,上海,0.7,38,良,83,aqi_redis_spider,9,2018-05-12 08:19:54.743000,2015-09-15,58,46
21,上海,0.6,35,优,94,aqi_redis_spider,11,2018-05-12 08:19:54.746000,2015-09-16,47,34
30,上海,0.7,49,良,133,aqi_redis_spider,14,2018-05-12 08:19:54.748000,2015-09-17,78,42
33,上海,0.7,54,良,132,aqi_redis_spider,12,2018-05-12 08:19:54.750000,2015-09-18,77,45
100,上海,1.4,144,轻度污染,180,aqi_redis_spider,31,2018-05-12 08:19:54.753000,2015-10-13,132,115
101,上海,1.2,138,轻度污染,155,aqi_redis_spider,22,2018-05-12 08:19:54.756000,2015-10-14,133,99
30,上海,0.6,47,良,134,aqi_redis_spider,13,2018-05-12 08:19:54.758000,2015-10-15,79,50
41,上海,0.7,56,良,141,aqi_redis_spider,15,2018-05-12 08:19:54.761000,2015-10-16,85,50
51,上海,1.1,54,良,31,aqi_redis_spider,13,2018-05-12 08:19:54.763000,2015-11-13,75,60
125,上海,1.5,153,中度污染,122,aqi_redis_spider,23,2018-05-12 08:19:54.766000,2015-11-14,165,67
113,上海,1.5,138,轻度污染,111,aqi_redis_spider,21,2018-05-12 08:19:54.768000,2015-11-15,148,69
76,上海,1.4,100,轻度污染,88,aqi_redis_spider,16,2018-05-12 08:19:54.771000,2015-11-16,102,57
147,上海,1.5,185,中度污染,58,aqi_redis_spider,41,2018-05-12 08:19:54.775000,2015-12-14,196,77
216,上海,2.2,256,重度污染,42,aqi_redis_spider,67,2018-05-12 08:19:54.777000,2015-12-15,266,90
68,上海,1,93,良,52,aqi_redis_spider,36,2018-05-12 08:19:54.780000,2015-12-16,92,54
38,上海,0.8,62,良,50,aqi_redis_spider,28,2018-05-12 08:19:54.782000,2015-12-17,58,46
47,上海,1,64,良,40,aqi_redis_spider,26,2018-05-12 08:19:54.784000,2015-12-18,90,72
90,上海,1.3,163,轻度污染,58,aqi_redis_spider,38,2018-05-12 08:19:54.786000,2015-01-19,119,73
33,上海,0.7,73,良,74,aqi_redis_spider,16,2018-05-12 08:19:54.788000,2015-01-20,62,50
101,上海,1.1,143,轻度污染,53,aqi_redis_spider,31,2018-05-12 08:19:54.791000,2015-01-21,133,69
124,上海,1.5,132,中度污染,35,aqi_redis_spider,33,2018-05-12 08:19:54.794000,2015-01-22,163,58
70,上海,1,114,良,99,aqi_redis_spider,19,2018-05-12 08:19:54.796000,2015-02-18,94,40
21,上海,0.5,34,优,91,aqi_redis_spider,14,2018-05-12 08:19:54.798000,2015-02-19,46,17
16,上海,0.6,25,优,85,aqi_redis_spider,11,2018-05-12 08:19:54.801000,2015-02-20,43,13
57,上海,1,50,良,76,aqi_redis_spider,11,2018-05-12 08:19:54.803000,2015-02-21,77,27
114,上海,1.2,133,轻度污染,57,aqi_redis_spider,14,2018-05-12 08:19:54.805000,2015-02-22,149,29
59,上海,1.2,56,良,45,aqi_redis_spider,14,2018-05-12 08:19:54.808000,2015-03-18,80,59
80,上海,1.1,87,轻度污染,82,aqi_redis_spider,21,2018-05-12 08:19:54.811000,2015-03-19,106,55
67,上海,0.8,70,良,90,aqi_redis_spider,12,2018-05-12 08:19:54.813000,2015-03-20,90,60
104,上海,1.3,113,轻度污染,98,aqi_redis_spider,25,2018-05-12 08:19:54.815000,2015-03-21,136,85
89,上海,1,136,轻度污染,111,aqi_redis_spider,22,2018-05-12 08:19:54.817000,2015-03-22,117,70
60,上海,0.8,98,良,95,aqi_redis_spider,17,2018-05-12 08:19:54.820000,2015-04-18,82,49
126,上海,1.2,142,中度污染,73,aqi_redis_spider,19,2018-05-12 08:19:54.824000,2015-04-19,166,70
42,上海,0.8,63,良,107,aqi_redis_spider,12,2018-05-12 08:19:54.826000,2015-04-20,59,35
41,上海,0.7,85,良,134,aqi_redis_spider,15,2018-05-12 08:19:54.829000,2015-04-21,78,58
51,上海,0.7,74,良,150,aqi_redis_spider,11,2018-05-12 08:19:54.831000,2015-05-20,92,37
27,上海,0.5,48,良,129,aqi_redis_spider,11,2018-05-12 08:19:54.834000,2015-05-21,74,38
34,上海,0.6,49,良,144,aqi_redis_spider,9,2018-05-12 08:19:54.836000,2015-05-22,87,30
40,上海,0.7,53,良,111,aqi_redis_spider,10,2018-05-12 08:19:54.839000,2015-05-23,59,38
67,上海,0.9,90,轻度污染,184,aqi_redis_spider,21,2018-05-12 08:19:54.842000,2014-08-24,122,38
56,上海,1.1,79,良,159,aqi_redis_spider,17,2018-05-12 08:19:54.844000,2014-08-25,99,34
65,上海,1,88,良,142,aqi_redis_spider,16,2018-05-12 08:19:54.847000,2014-08-26,88,42
36,上海,0.7,51,良,107,aqi_redis_spider,12,2018-05-12 08:19:54.849000,2014-08-27,56,44
13,上海,0.5,30,良,118,aqi_redis_spider,12,2018-05-12 08:19:54.851000,2014-09-21,65,20
15,上海,0.6,35,良,106,aqi_redis_spider,10,2018-05-12 08:19:54.853000,2014-09-22,55,16
13,上海,0.7,17,优,63,aqi_redis_spider,9,2018-05-12 08:19:54.856000,2014-09-23,32,23
27,上海,0.8,36,优,71,aqi_redis_spider,11,2018-05-12 08:19:54.859000,2014-09-24,39,35
53,上海,0.7,78,良,117,aqi_redis_spider,11,2018-05-12 08:19:54.862000,2016-06-11,73,37
21,上海,0.5,18,优,97,aqi_redis_spider,9,2018-05-12 08:19:54.864000,2016-06-12,49,34
31,上海,0.6,44,良,122,aqi_redis_spider,12,2018-05-12 08:19:54.866000,2016-06-13,69,35
40,上海,0.6,58,轻度污染,194,aqi_redis_spider,12,2018-05-12 08:19:54.868000,2016-06-14,131,31
67,上海,0.9,92,轻度污染,178,aqi_redis_spider,13,2018-05-12 08:19:54.870000,2016-06-15,117,44
42,上海,0.7,68,良,116,aqi_redis_spider,12,2018-05-12 08:19:54.874000,2014-10-23,63,55
32,上海,0.6,55,良,128,aqi_redis_spider,12,2018-05-12 08:19:54.877000,2014-10-24,73,47
32,上海,0.6,50,良,132,aqi_redis_spider,12,2018-05-12 08:19:54.879000,2014-10-25,77,43
56,上海,0.8,84,良,141,aqi_redis_spider,17,2018-05-12 08:19:54.881000,2014-10-26,84,55
73,上海,0.9,94,良,47,aqi_redis_spider,15,2018-05-12 08:19:54.884000,2014-11-22,97,72
37,上海,0.6,33,良,69,aqi_redis_spider,11,2018-05-12 08:19:54.886000,2014-11-23,52,44
