pm2_5,city,co,pm10,level,o3,source,so2,crawl_time,date,aqi,no2
25,上海,0.7,37,优,87,aqi_redis_spider,11,2018-05-12 08:19:58.710000,2016-08-21,44,19
22,上海,0.7,35,良,124,aqi_redis_spider,11,2018-05-12 08:19:58.712000,2016-08-22,70,19
20,上海,0.7,34,良,140,aqi_redis_spider,11,2018-05-12 08:19:58.714000,2016-08-23,84,20
18,上海,0.7,35,良,143,aqi_redis_spider,11,2018-05-12 08:19:58.716000,2016-08-24,86,23
24,上海,0.7,39,良,120,aqi_redis_spider,12,2018-05-12 08:19:58.719000,2016-08-25,67,24
15,上海,0.6,29,优,94,aqi_redis_spider,12,2018-05-12 08:19:58.721000,2016-09-21,48,38
16,上海,0.6,28,良,102,aqi_redis_spider,13,2018-05-12 08:19:58.723000,2016-09-22,52,39
27,上海,0.6,37,良,100,aqi_redis_spider,14,2018-05-12 08:19:58.725000,2016-09-23,60,48
32,上海,0.6,44,良,144,aqi_redis_spider,12,2018-05-12 08:19:58.727000,2016-09-24,87,32
34,上海,0.6,46,良,142,aqi_redis_spider,11,2018-05-12 08:19:58.730000,2016-09-25,85,33
35,上海,0.6,90,良,142,aqi_redis_spider,14,2018-05-12 08:19:58.732000,2018-04-08,85,58
40,上海,0.7,95,良,148,aqi_redis_spider,15,2018-05-12 08:19:58.734000,2018-04-09,90,61
26,上海,0.6,63,良,148,aqi_redis_spider,13,2018-05-12 08:19:58.736000,2018-04-10,90,41
57,上海,0.9,157,轻度污染,149,aqi_redis_spider,19,2018-05-12 08:19:58.739000,2018-04-11,104,67
8,上海,0.5,12,优,75,aqi_redis_spider,10,2018-05-12 08:19:58.742000,2016-10-21,38,25
5,上海,0.5,9,优,57,aqi_redis_spider,9,2018-05-12 08:19:58.744000,2016-10-22,29,21
20,上海,0.6,38,优,95,aqi_redis_spider,10,2018-05-12 08:19:58.746000,2016-10-23,48,21
20,上海,0.6,38,优,92,aqi_redis_spider,12,2018-05-12 08:19:58.749000,2016-10-24,47,37
33,上海,1,48,良,42,aqi_redis_spider,15,2018-05-12 08:19:58.751000,2016-10-25,62,49
29,上海,0.9,45,良,50,aqi_redis_spider,13,2018-05-12 08:19:58.753000,2016-11-21,68,54
9,上海,0.6,16,优,75,aqi_redis_spider,10,2018-05-12 08:19:58.755000,2016-11-22,38,23
18,上海,0.6,21,优,53,aqi_redis_spider,12,2018-05-12 08:19:58.757000,2016-11-23,47,37
48,上海,1,53,良,58,aqi_redis_spider,20,2018-05-12 08:19:58.760000,2016-11-24,67,52
42,上海,0.8,53,良,37,aqi_redis_spider,17,2018-05-12 08:19:58.762000,2016-11-25,82,65
42,上海,0.8,46,良,71,aqi_redis_spider,14,2018-05-12 08:19:58.764000,2016-12-20,69,55
31,上海,0.9,37,良,36,aqi_redis_spider,13,2018-05-12 08:19:58.767000,2016-12-21,70,56
89,上海,1.5,113,轻度污染,57,aqi_redis_spider,16,2018-05-12 08:19:58.769000,2016-12-22,118,57
132,上海,1.8,126,中度污染,62,aqi_redis_spider,26,2018-05-12 08:19:58.771000,2016-12-23,175,63
22,上海,0.7,30,良,62,aqi_redis_spider,14,2018-05-12 08:19:58.773000,2016-12-24,52,41
71,上海,0.8,99,良,108,aqi_redis_spider,18,2018-05-12 08:19:58.775000,2016-02-26,95,59
58,上海,0.8,99,良,104,aqi_redis_spider,18,2018-05-12 08:19:58.778000,2016-02-27,79,54
63,上海,0.8,104,良,98,aqi_redis_spider,18,2018-05-12 08:19:58.780000,2016-02-28,85,41
51,上海,0.7,69,良,106,aqi_redis_spider,18,2018-05-12 08:19:58.782000,2016-02-29,70,33
20,上海,0.4,53,良,106,aqi_redis_spider,12,2018-05-12 08:19:58.785000,2016-03-24,55,20
30,上海,0.5,61,良,126,aqi_redis_spider,18,2018-05-12 08:19:58.787000,2016-03-25,72,34
53,上海,0.6,82,良,129,aqi_redis_spider,19,2018-05-12 08:19:58.789000,2016-03-26,78,62
102,上海,0.9,130,轻度污染,118,aqi_redis_spider,25,2018-05-12 08:19:58.792000,2016-03-27,134,61
88,上海,0.8,117,轻度污染,161,aqi_redis_spider,26,2018-05-12 08:19:58.794000,2016-03-28,117,69
20,上海,0.6,37,优,84,aqi_redis_spider,10,2018-05-12 08:19:58.796000,2017-12-13,48,38
20,上海,0.6,34,优,62,aqi_redis_spider,8,2018-05-12 08:19:58.798000,2017-12-14,49,39
20,上海,0.7,28,良,53,aqi_redis_spider,8,2018-05-12 08:19:58.800000,2017-12-15,58,46
60,上海,1,70,良,62,aqi_redis_spider,11,2018-05-12 08:19:58.803000,2017-12-16,82,42
45,上海,1,69,良,62,aqi_redis_spider,17,2018-05-12 08:19:58.805000,2017-12-17,75,60
38,上海,0.6,88,良,99,aqi_redis_spider,11,2018-05-12 08:19:58.807000,2016-04-25,69,51
35,上海,0.6,62,良,91,aqi_redis_spider,11,2018-05-12 08:19:58.809000,2016-04-26,59,47
59,上海,0.8,101,良,105,aqi_redis_spider,13,2018-05-12 08:19:58.812000,2016-04-27,80,45
91,上海,1.2,126,轻度污染,172,aqi_redis_spider,22,2018-05-12 08:19:58.814000,2016-04-28,120,50
115,上海,1.3,144,轻度污染,208,aqi_redis_spider,27,2018-05-12 08:19:58.816000,2016-04-29,150,78
92,上海,1,102,轻度污染,145,aqi_redis_spider,18,2018-05-12 08:19:58.818000,2016-05-24,122,50
79,上海,0.9,82,轻度污染,183,aqi_redis_spider,11,2018-05-12 08:19:58.821000,2016-05-25,121,31
101,上海,1.2,121,轻度污染,118,aqi_redis_spider,11,2018-05-12 08:19:58.823000,2016-05-26,133,65
32,上海,0.7,28,良,85,aqi_redis_spider,9,2018-05-12 08:19:58.825000,2016-05-27,53,42
30,上海,0.8,32,良,88,aqi_redis_spider,9,2018-05-12 08:19:58.827000,2016-05-28,68,54
67,上海,0.9,99,良,78,aqi_redis_spider,19,2018-05-12 08:19:58.830000,2017-01-20,90,33
36,上海,0.9,48,良,74,aqi_redis_spider,16,2018-05-12 08:19:58.832000,2017-01-21,73,58
44,上海,0.9,65,良,73,aqi_redis_spider,21,2018-05-12 08:19:58.834000,2017-01-22,65,52
22,上海,0.7,36,优,84,aqi_redis_spider,17,2018-05-12 08:19:58.836000,2017-01-23,44,35
29,上海,0.7,40,良,95,aqi_redis_spider,18,2018-05-12 08:19:58.839000,2017-01-24,52,41
35,上海,0.6,66,中度污染,218,aqi_redis_spider,17,2018-05-12 08:19:58.841000,2015-07-30,153,34
41,上海,0.7,73,轻度污染,198,aqi_redis_spider,19,2018-05-12 08:19:58.844000,2015-07-31,135,34
112,上海,1.1,134,中度污染,217,aqi_redis_spider,20,2018-05-12 08:19:58.849000,2015-08-27,152,57
101,上海,1.2,110,轻度污染,190,aqi_redis_spider,20,2018-05-12 08:19:58.851000,2015-08-28,133,54
79,上海,0.9,81,轻度污染,170,aqi_redis_spider,14,2018-05-12 08:19:58.853000,2015-08-29,110,31
64,上海,0.8,77,良,153,aqi_redis_spider,14,2018-05-12 08:19:58.855000,2015-08-30,95,28
47,上海,0.8,59,良,132,aqi_redis_spider,12,2018-05-12 08:19:58.858000,2015-08-31,77,31
31,上海,0.5,44,轻度污染,166,aqi_redis_spider,11,2018-05-12 08:19:58.860000,2017-06-17,106,28
27,上海,0.5,42,良,120,aqi_redis_spider,9,2018-05-12 08:19:58.862000,2017-06-18,67,18
20,上海,0.6,27,优,90,aqi_redis_spider,7,2018-05-12 08:19:58.864000,2017-06-19,45,29
26,上海,0.6,27,优,93,aqi_redis_spider,8,2018-05-12 08:19:58.866000,2017-06-20,47,33
34,上海,0.6,41,优,83,aqi_redis_spider,8,2018-05-12 08:19:58.869000,2017-06-21,49,33
11,上海,0.6,26,优,94,aqi_redis_spider,8,2018-05-12 08:19:58.871000,2015-09-29,47,18
20,上海,0.8,33,优,69,aqi_redis_spider,8,2018-05-12 08:19:58.873000,2015-09-30,35,20
75,上海,1.3,121,良,84,aqi_redis_spider,21,2018-05-12 08:19:58.878000,2015-10-27,100,54
66,上海,1,122,良,83,aqi_redis_spider,24,2018-05-12 08:19:58.881000,2015-10-28,93,74
36,上海,0.7,68,良,78,aqi_redis_spider,13,2018-05-12 08:19:58.883000,2015-10-29,63,50
31,上海,0.7,46,优,95,aqi_redis_spider,14,2018-05-12 08:19:58.885000,2015-10-30,48,31
20,上海,0.6,38,优,94,aqi_redis_spider,14,2018-05-12 08:19:58.887000,2015-10-31,47,27
50,上海,0.9,68,良,59,aqi_redis_spider,24,2018-05-12 08:19:58.890000,2015-11-26,69,33
45,上海,1,68,良,58,aqi_redis_spider,23,2018-05-12 08:19:58.892000,2015-11-27,85,68
68,上海,1.1,97,轻度污染,52,aqi_redis_spider,22,2018-05-12 08:19:58.894000,2015-11-28,112,103
83,上海,1.5,108,轻度污染,13,aqi_redis_spider,14,2018-05-12 08:19:58.896000,2015-11-29,110,95
135,上海,1.9,155,中度污染,74,aqi_redis_spider,30,2018-05-12 08:19:58.898000,2015-11-30,179,106
54,上海,0.9,78,良,70,aqi_redis_spider,20,2018-05-12 08:19:58.901000,2015-12-29,83,66
92,上海,1.4,128,轻度污染,57,aqi_redis_spider,28,2018-05-12 08:19:58.903000,2015-12-30,122,96
132,上海,1.4,150,中度污染,84,aqi_redis_spider,27,2018-05-12 08:19:58.905000,2015-12-31,175,59
41,上海,0.8,43,良,101,aqi_redis_spider,7,2018-05-12 08:19:58.921000,2016-06-25,58,44
33,上海,0.6,32,良,145,aqi_redis_spider,7,2018-05-12 08:19:58.924000,2016-06-26,88,22
30,上海,0.8,42,良,127,aqi_redis_spider,7,2018-05-12 08:19:58.927000,2016-06-27,73,45
63,上海,1.3,68,良,65,aqi_redis_spider,10,2018-05-12 08:19:58.930000,2016-06-28,85,67
32,上海,0.7,60,良,73,aqi_redis_spider,14,2018-05-12 08:19:58.933000,2016-01-30,55,31
55,上海,1,80,良,84,aqi_redis_spider,19,2018-05-12 08:19:58.937000,2016-01-31,75,34
65,上海,0.9,75,良,132,aqi_redis_spider,12,2018-05-12 08:19:58.943000,2015-06-30,88,39
52,上海,1.2,73,轻度污染,36,aqi_redis_spider,21,2018-05-12 08:19:59.792000,2018-01-13,106,91
31,上海,0.8,50,良,66,aqi_redis_spider,14,2018-05-12 08:19:59.794000,2018-01-14,84,67
38,上海,0.9,49,良,51,aqi_redis_spider,16,2018-05-12 08:19:59.796000,2018-01-15,99,79
73,上海,1,95,良,27,aqi_redis_spider,12,2018-05-12 08:19:59.798000,2018-01-16,98,77
104,上海,1.3,121,轻度污染,44,aqi_redis_spider,12,2018-05-12 08:19:59.801000,2018-01-17,137,68
44,上海,0.8,141,良,88,aqi_redis_spider,15,2018-05-12 08:19:59.803000,2018-02-11,96,48
33,上海,0.8,124,良,84,aqi_redis_spider,16,2018-05-12 08:19:59.805000,2018-02-12,87,39
33,上海,0.8,61,良,113,aqi_redis_spider,14,2018-05-12 08:19:59.808000,2018-02-13,65,52
39,上海,0.8,77,良,114,aqi_redis_spider,14,2018-05-12 08:19:59.811000,2018-02-14,75,60
24,上海,0.5,43,良,121,aqi_redis_spider,16,2018-05-12 08:19:59.813000,2018-03-12,68,45
24,上海,0.6,41,良,118,aqi_redis_spider,16,2018-05-12 08:19:59.816000,2018-03-13,65,41
20,上海,0.5,36,优,84,aqi_redis_spider,15,2018-05-12 08:19:59.818000,2018-03-14,42,31
43,上海,0.8,44,良,45,aqi_redis_spider,13,2018-05-12 08:19:59.820000,2018-03-15,84,67
22,上海,0.5,46,优,95,aqi_redis_spider,9,2018-05-12 08:19:59.822000,2018-03-16,48,25
16,上海,0.5,44,良,129,aqi_redis_spider,9,2018-05-12 08:19:59.825000,2017-07-17,75,18
44,上海,0.8,81,轻度污染,208,aqi_redis_spider,11,2018-05-12 08:19:59.827000,2017-07-18,144,58
42,上海,0.7,72,轻度污染,211,aqi_redis_spider,13,2018-05-12 08:19:59.830000,2017-07-19,147,39
38,上海,0.7,67,中度污染,225,aqi_redis_spider,14,2018-05-12 08:19:59.832000,2017-07-20,160,33
32,上海,0.8,42,良,150,aqi_redis_spider,9,2018-05-12 08:19:59.834000,2017-08-16,92,38
25,上海,0.7,45,轻度污染,177,aqi_redis_spider,10,2018-05-12 08:19:59.837000,2017-08-17,116,49
20,上海,0.6,40,轻度污染,201,aqi_redis_spider,8,2018-05-12 08:19:59.840000,2017-08-18,138,35
35,上海,0.7,56,轻度污染,204,aqi_redis_spider,9,2018-05-12 08:19:59.842000,2017-08-19,140,29
19,上海,0.6,44,良,130,aqi_redis_spider,9,2018-05-12 08:19:59.845000,2017-09-17,75,31
56,上海,1,92,中度污染,225,aqi_redis_spider,13,2018-05-12 08:19:59.847000,2017-09-18,160,55
69,上海,0.9,94,轻度污染,198,aqi_redis_spider,11,2018-05-12 08:19:59.849000,2017-09-19,135,49
25,上海,0.6,29,良,105,aqi_redis_spider,7,2018-05-12 08:19:59.851000,2017-09-20,55,36
16,上海,0.6,27,良,101,aqi_redis_spider,8,2018-05-12 08:19:59.853000,2017-09-21,51,40
16,上海,0.6,40,优,93,aqi_redis_spider,8,2018-05-12 08:19:59.856000,2017-10-17,47,28
22,上海,0.7,45,优,91,aqi_redis_spider,9,2018-05-12 08:19:59.859000,2017-10-18,46,33
25,上海,0.7,40,优,81,aqi_redis_spider,11,2018-05-12 08:19:59.861000,2017-10-19,47,37
18,上海,0.6,34,良,109,aqi_redis_spider,9,2018-05-12 08:19:59.863000,2017-10-20,58,30
30,上海,0.9,48,良,144,aqi_redis_spider,10,2018-05-12 08:19:59.865000,2017-10-21,87,27
10,上海,0.6,16,优,77,aqi_redis_spider,8,2018-05-12 08:19:59.867000,2017-11-17,42,33
15,上海,0.5,36,优,82,aqi_redis_spider,7,2018-05-12 08:19:59.870000,2017-11-18,41,19
26,上海,0.6,43,优,71,aqi_redis_spider,10,2018-05-12 08:19:59.872000,2017-11-19,43,33
18,上海,0.6,28,优,74,aqi_redis_spider,9,2018-05-12 08:19:59.874000,2017-11-20,50,40
49,上海,0.9,57,良,32,aqi_redis_spider,11,2018-05-12 08:19:59.877000,2017-11-21,94,75
42,上海,0.7,79,良,87,aqi_redis_spider,11,2018-05-12 08:19:59.879000,2017-02-20,65,32
21,上海,0.6,46,优,88,aqi_redis_spider,9,2018-05-12 08:19:59.881000,2017-02-21,46,25
55,上海,1,63,良,62,aqi_redis_spider,9,2018-05-12 08:19:59.883000,2017-02-22,75,45
76,上海,0.9,49,轻度污染,93,aqi_redis_spider,14,2018-05-12 08:19:59.886000,2017-02-23,102,37
43,上海,0.8,51,良,106,aqi_redis_spider,14,2018-05-12 08:19:59.888000,2017-02-24,60,45
42,上海,0.8,35,良,95,aqi_redis_spider,8,2018-05-12 08:19:59.891000,2017-03-20,73,58
63,上海,0.8,72,良,139,aqi_redis_spider,11,2018-05-12 08:19:59.894000,2017-03-21,85,38
17,上海,0.5,27,优,86,aqi_redis_spider,9,2018-05-12 08:19:59.896000,2017-03-22,47,37
20,上海,0.6,32,优,90,aqi_redis_spider,8,2018-05-12 08:19:59.899000,2017-03-23,50,40
25,上海,0.7,49,良,129,aqi_redis_spider,12,2018-05-12 08:19:59.901000,2017-04-27,75,50
47,上海,0.8,78,轻度污染,179,aqi_redis_spider,17,2018-05-12 08:19:59.903000,2017-04-28,118,70
56,上海,0.8,89,轻度污染,185,aqi_redis_spider,19,2018-05-12 08:19:59.906000,2017-04-29,123,62
41,上海,0.7,77,轻度污染,198,aqi_redis_spider,16,2018-05-12 08:19:59.908000,2017-04-30,135,42
34,上海,0.6,63,良,133,aqi_redis_spider,11,2018-05-12 08:19:59.910000,2018-05-08,78,41
32,上海,0.5,58,良,140,aqi_redis_spider,10,2018-05-12 08:19:59.912000,2018-05-09,84,36
22,上海,0.4,46,良,150,aqi_redis_spider,7,2018-05-12 08:19:59.914000,2018-05-10,92,26
22,上海,0.4,52,良,147,aqi_redis_spider,10,2018-05-12 08:19:59.917000,2018-05-11,90,27
16,上海,0.5,34,良,105,aqi_redis_spider,8,2018-05-12 08:19:59.919000,2017-05-22,55,17
23,上海,0.7,36,优,68,aqi_redis_spider,8,2018-05-12 08:19:59.922000,2017-05-23,44,35
16,上海,0.6,25,良,103,aqi_redis_spider,8,2018-05-12 08:19:59.924000,2017-05-24,53,23
38,上海,0.8,60,良,155,aqi_redis_spider,16,2018-05-12 08:19:59.926000,2017-05-25,96,60
40,上海,0.6,54,良,137,aqi_redis_spider,12,2018-05-12 08:19:59.928000,2017-05-26,81,43
23,上海,0.6,42,良,149,aqi_redis_spider,10,2018-05-12 08:19:59.931000,2016-07-25,91,17
37,上海,0.7,63,中度污染,233,aqi_redis_spider,12,2018-05-12 08:19:59.933000,2016-07-26,168,25
47,上海,0.9,80,轻度污染,190,aqi_redis_spider,12,2018-05-12 08:19:59.935000,2016-07-27,128,39
66,上海,1,99,轻度污染,199,aqi_redis_spider,12,2018-05-12 08:19:59.937000,2016-07-28,136,52
71,上海,0.9,93,中度污染,221,aqi_redis_spider,11,2018-05-12 08:19:59.939000,2016-07-29,156,34
18,上海,0.7,36,良,108,aqi_redis_spider,10,2018-05-12 08:19:59.942000,2016-08-26,57,16
17,上海,0.7,43,良,111,aqi_redis_spider,13,2018-05-12 08:19:59.944000,2016-08-27,60,25
22,上海,0.8,54,轻度污染,165,aqi_redis_spider,16,2018-05-12 08:19:59.946000,2016-08-28,105,24
23,上海,0.8,48,良,148,aqi_redis_spider,14,2018-05-12 08:19:59.948000,2016-08-29,90,32
30,上海,0.9,64,良,152,aqi_redis_spider,19,2018-05-12 08:19:59.951000,2016-08-30,94,45
26,上海,0.6,38,优,82,aqi_redis_spider,11,2018-05-12 08:19:59.953000,2016-09-26,41,30
18,上海,0.5,32,优,36,aqi_redis_spider,12,2018-05-12 08:19:59.955000,2016-09-27,32,23
13,上海,0.5,24,优,74,aqi_redis_spider,10,2018-05-12 08:19:59.957000,2016-09-28,37,20
12,上海,0.6,23,优,76,aqi_redis_spider,9,2018-05-12 08:19:59.959000,2016-09-29,38,25
37,上海,0.9,50,良,58,aqi_redis_spider,10,2018-05-12 08:19:59.962000,2016-09-30,75,60
25,上海,0.5,71,良,96,aqi_redis_spider,14,2018-05-12 08:19:59.964000,2018-04-12,61,43
20,上海,0.5,51,良,105,aqi_redis_spider,11,2018-05-12 08:19:59.966000,2018-04-13,55,39
32,上海,0.7,35,良,75,aqi_redis_spider,8,2018-05-12 08:19:59.968000,2018-04-14,58,46
56,上海,0.8,117,良,151,aqi_redis_spider,13,2018-05-12 08:19:59.971000,2018-04-15,93,47
24,上海,0.9,21,良,78,aqi_redis_spider,11,2018-05-12 08:19:59.973000,2016-10-26,70,56
15,上海,0.6,23,良,80,aqi_redis_spider,10,2018-05-12 08:19:59.975000,2016-10-27,54,43
23,上海,0.7,30,优,65,aqi_redis_spider,11,2018-05-12 08:19:59.977000,2016-10-28,47,37
15,上海,0.5,37,优,69,aqi_redis_spider,10,2018-05-12 08:19:59.980000,2016-10-29,37,24
13,上海,0.5,38,优,78,aqi_redis_spider,10,2018-05-12 08:19:59.982000,2016-10-30,39,30
32,上海,1.1,33,良,42,aqi_redis_spider,14,2018-05-12 08:19:59.984000,2016-11-26,73,58
97,上海,1.6,126,轻度污染,64,aqi_redis_spider,40,2018-05-12 08:19:59.987000,2016-11-27,128,80
59,上海,1,108,良,81,aqi_redis_spider,22,2018-05-12 08:19:59.989000,2016-11-28,80,59
20,上海,0.7,44,良,51,aqi_redis_spider,14,2018-05-12 08:19:59.991000,2016-11-29,83,66
50,上海,1,83,轻度污染,26,aqi_redis_spider,18,2018-05-12 08:19:59.993000,2016-11-30,104,87
17,上海,0.7,23,良,51,aqi_redis_spider,13,2018-05-12 08:19:59.995000,2016-12-25,65,52
17,上海,1,20,良,54,aqi_redis_spider,11,2018-05-12 08:19:59.998000,2016-12-26,69,55
28,上海,0.8,42,优,66,aqi_redis_spider,13,2018-05-12 08:20:00,2016-12-27,42,30
35,上海,0.9,50,良,43,aqi_redis_spider,17,2018-05-12 08:20:00.002000,2016-12-28,65,52
62,上海,1,79,良,74,aqi_redis_spider,19,2018-05-12 08:20:00.006000,2016-12-29,84,49
66,上海,0.8,107,良,137,aqi_redis_spider,22,2018-05-12 08:20:00.011000,2016-03-29,95,76
72,上海,0.8,109,良,109,aqi_redis_spider,23,2018-05-12 08:20:00.014000,2016-03-30,98,78
48,上海,0.7,77,良,98,aqi_redis_spider,12,2018-05-12 08:20:00.016000,2016-03-31,87,69
50,上海,1.2,80,轻度污染,50,aqi_redis_spider,20,2018-05-12 08:20:00.021000,2017-12-18,104,88
43,上海,1.1,72,良,67,aqi_redis_spider,18,2018-05-12 08:20:00.023000,2017-12-19,85,68
48,上海,1,85,轻度污染,45,aqi_redis_spider,19,2018-05-12 08:20:00.025000,2017-12-20,101,82
74,上海,1.2,103,轻度污染,47,aqi_redis_spider,20,2018-05-12 08:20:00.027000,2017-12-21,108,95
69,上海,1.1,88,轻度污染,70,aqi_redis_spider,16,2018-05-12 08:20:00.030000,2017-12-22,107,94
74,上海,0.7,91,轻度污染,210,aqi_redis_spider,18,2018-05-12 08:20:00.032000,2016-04-30,146,43
48,上海,1.3,69,良,42,aqi_redis_spider,10,2018-05-12 08:20:00.037000,2016-05-29,79,63
57,上海,0.7,71,良,130,aqi_redis_spider,10,2018-05-12 08:20:00.039000,2016-05-30,78,42
67,上海,0.8,89,良,145,aqi_redis_spider,12,2018-05-12 08:20:00.042000,2016-05-31,90,41
55,上海,0.8,61,良,102,aqi_redis_spider,18,2018-05-12 08:20:00.046000,2017-01-25,75,42
53,上海,0.8,52,良,115,aqi_redis_spider,17,2018-05-12 08:20:00.049000,2017-01-26,73,46
42,上海,0.7,80,良,82,aqi_redis_spider,13,2018-05-12 08:20:00.051000,2017-01-27,65,29
26,上海,0.6,73,良,101,aqi_redis_spider,12,2018-05-12 08:20:00.053000,2017-01-28,62,26
57,上海,1,69,良,90,aqi_redis_spider,14,2018-05-12 08:20:00.055000,2017-01-29,78,32
12,上海,0.5,15,良,106,aqi_redis_spider,6,2018-05-12 08:20:00.061000,2017-06-22,55,25
55,上海,0.7,68,良,69,aqi_redis_spider,7,2018-05-12 08:20:00.063000,2017-06-23,75,49
34,上海,0.8,38,良,79,aqi_redis_spider,7,2018-05-12 08:20:00.065000,2017-06-24,60,48
49,上海,0.9,45,良,51,aqi_redis_spider,8,2018-05-12 08:20:00.068000,2017-06-25,68,48
93,上海,1.1,111,轻度污染,133,aqi_redis_spider,11,2018-05-12 08:20:00.070000,2017-06-26,123,50
30,上海,0.8,38,良,59,aqi_redis_spider,9,2018-05-12 08:20:00.080000,2016-06-29,52,41
34,上海,0.7,59,轻度污染,170,aqi_redis_spider,11,2018-05-12 08:20:00.082000,2016-06-30,110,34
79,上海,0.9,69,轻度污染,70,aqi_redis_spider,11,2018-05-12 08:20:00.559000,2018-01-18,105,61
124,上海,1.3,144,中度污染,59,aqi_redis_spider,15,2018-05-12 08:20:00.561000,2018-01-19,163,81
85,上海,1.1,100,轻度污染,62,aqi_redis_spider,16,2018-05-12 08:20:00.564000,2018-01-20,113,78
38,上海,0.7,56,良,82,aqi_redis_spider,13,2018-05-12 08:20:00.566000,2018-01-21,74,59
50,上海,1,80,良,62,aqi_redis_spider,11,2018-05-12 08:20:00.568000,2018-01-22,88,70
34,上海,0.7,54,良,88,aqi_redis_spider,11,2018-05-12 08:20:00.571000,2018-02-15,52,31
19,上海,0.5,27,优,78,aqi_redis_spider,9,2018-05-12 08:20:00.573000,2018-02-16,39,30
36,上海,0.6,48,良,121,aqi_redis_spider,12,2018-05-12 08:20:00.575000,2018-02-17,68,30
16,上海,0.5,32,优,89,aqi_redis_spider,11,2018-05-12 08:20:00.578000,2018-02-18,45,28
15,上海,0.4,38,良,101,aqi_redis_spider,8,2018-05-12 08:20:00.580000,2018-03-17,51,27
29,上海,0.6,49,良,84,aqi_redis_spider,12,2018-05-12 08:20:00.583000,2018-03-18,70,56
28,上海,0.6,37,优,78,aqi_redis_spider,9,2018-05-12 08:20:00.585000,2018-03-19,47,37
47,上海,0.9,44,良,66,aqi_redis_spider,9,2018-05-12 08:20:00.587000,2018-03-20,65,52
30,上海,0.7,40,良,53,aqi_redis_spider,9,2018-05-12 08:20:00.589000,2018-03-21,65,52
43,上海,0.7,77,中度污染,260,aqi_redis_spider,15,2018-05-12 08:20:00.592000,2017-07-21,195,37
50,上海,0.8,84,中度污染,229,aqi_redis_spider,16,2018-05-12 08:20:00.594000,2017-07-22,164,37
42,上海,0.8,70,中度污染,265,aqi_redis_spider,15,2018-05-12 08:20:00.596000,2017-07-23,200,40
45,上海,0.8,77,重度污染,285,aqi_redis_spider,16,2018-05-12 08:20:00.598000,2017-07-24,204,42
55,上海,0.9,88,中度污染,227,aqi_redis_spider,15,2018-05-12 08:20:00.600000,2017-07-25,162,34
15,上海,0.7,32,优,76,aqi_redis_spider,6,2018-05-12 08:20:00.603000,2017-08-20,48,38
30,上海,0.7,43,良,126,aqi_redis_spider,9,2018-05-12 08:20:00.605000,2017-08-21,72,40
11,上海,0.5,25,优,48,aqi_redis_spider,6,2018-05-12 08:20:00.608000,2017-08-22,25,17
14,上海,0.5,31,优,69,aqi_redis_spider,6,2018-05-12 08:20:00.610000,2017-08-23,35,15
26,上海,0.8,48,良,65,aqi_redis_spider,11,2018-05-12 08:20:00.612000,2017-09-22,84,67
28,上海,0.7,36,良,97,aqi_redis_spider,10,2018-05-12 08:20:00.614000,2017-09-23,62,49
12,上海,0.6,14,优,78,aqi_redis_spider,7,2018-05-12 08:20:00.617000,2017-09-24,47,37
12,上海,0.7,15,良,45,aqi_redis_spider,7,2018-05-12 08:20:00.619000,2017-09-25,57,45
55,上海,1.2,78,良,150,aqi_redis_spider,10,2018-05-12 08:20:00.621000,2017-09-26,92,59
62,上海,1.1,79,良,143,aqi_redis_spider,10,2018-05-12 08:20:00.624000,2017-10-22,86,29
31,上海,0.8,65,良,85,aqi_redis_spider,12,2018-05-12 08:20:00.626000,2017-10-23,58,41
22,上海,0.7,50,良,106,aqi_redis_spider,11,2018-05-12 08:20:00.628000,2017-10-24,55,42
26,上海,0.7,46,良,120,aqi_redis_spider,9,2018-05-12 08:20:00.630000,2017-10-25,72,57
27,上海,0.7,40,良,102,aqi_redis_spider,12,2018-05-12 08:20:00.633000,2017-10-26,73,58
67,上海,1,101,良,84,aqi_redis_spider,14,2018-05-12 08:20:00.635000,2017-11-22,90,55
38,上海,0.9,96,良,67,aqi_redis_spider,16,2018-05-12 08:20:00.638000,2017-11-23,89,71
68,上海,1.2,119,轻度污染,45,aqi_redis_spider,23,2018-05-12 08:20:00.640000,2017-11-24,114,107
56,上海,0.9,88,轻度污染,79,aqi_redis_spider,18,2018-05-12 08:20:00.642000,2017-11-25,104,88
68,上海,1,102,良,74,aqi_redis_spider,19,2018-05-12 08:20:00.644000,2017-11-26,92,73
81,上海,1,88,轻度污染,120,aqi_redis_spider,18,2018-05-12 08:20:00.646000,2017-02-25,108,75
120,上海,1.1,130,中度污染,139,aqi_redis_spider,19,2018-05-12 08:20:00.649000,2017-02-26,158,82
44,上海,0.7,46,良,110,aqi_redis_spider,14,2018-05-12 08:20:00.651000,2017-02-27,77,61
40,上海,0.7,48,良,113,aqi_redis_spider,13,2018-05-12 08:20:00.653000,2017-02-28,65,52
39,上海,0.7,51,良,105,aqi_redis_spider,10,2018-05-12 08:20:00.656000,2017-03-24,59,47
79,上海,1,115,轻度污染,95,aqi_redis_spider,15,2018-05-12 08:20:00.658000,2017-03-25,105,65
76,上海,1,114,轻度污染,116,aqi_redis_spider,18,2018-05-12 08:20:00.661000,2017-03-26,102,68
64,上海,0.9,90,良,123,aqi_redis_spider,20,2018-05-12 08:20:00.663000,2017-03-27,87,64
